Date,Open,High,Low,Close,Adj Close,Volume
2019-11-14,308.790009,309.640015,308.089996,309.549988,303.677429,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,305.875000,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,306.100616,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,306.012299,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,304.874329,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,304.383789,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,305.060699,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,307.424988,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,308.121521,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,309.494995,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,308.347168,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,305.727844,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,303.677429,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,305.551208,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,306.100616,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,308.896515,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,307.925323,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,307.581940,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,308.455078,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,311.113647,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,311.300049,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,313.438690,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,313.507416,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,313.527008,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,314.812134,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,316.192352,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,316.675415,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,316.685272,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,318.371063,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,318.292175,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,316.537384,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,317.306335,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,320.273743,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,317.848572,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,319.061188,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,318.164032,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,319.859741,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,322.028564,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,321.101868,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,323.310181,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,322.817261,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,323.546783,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,326.238159,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,327.253632,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,326.612793,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,326.652222,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,327.026855,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,324.118561,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,318.923157,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,322.265198,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,321.998993,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,323.044006,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,317.178192,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,319.534393,69242300
2020-02-04,328.070007,330.010010,327.720001,329.059998,324.404449,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,328.150696,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,329.254883,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,327.500061,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,329.944977,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,330.516754,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,332.646210,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,332.291290,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,332.823669,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,331.965973,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,333.553162,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,332.182892,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,328.761963,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,317.858429,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,308.226624,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,307.092926,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,293.300873,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,292.068542,385764000
2020-03-02,298.209991,309.160004,294.459991,309.089996,304.716980,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,295.992218,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,308.433655,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,298.180817,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,293.251556,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,270.350220,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,284.339478,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,270.478394,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,244.599762,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,265.509674,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,236.456635,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,249.223404,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,236.604492,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,237.107269,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,226.889328,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,221.088181,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,241.119492,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,244.729095,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,259.018768,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,251.303726,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,259.464996,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,255.597580,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,244.094437,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,249.727020,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,246.117416,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,262.648193,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,262.915955,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,271.741608,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,275.876801,190282700
2020-04-13,277.140015,277.510010,271.410004,275.660004,273.358002,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,281.420135,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,275.440491,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,276.769287,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,284.246307,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,279.238464,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,270.759888,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,276.769287,93524600
2020-04-23,280.489990,283.940002,278.750000,279.079987,276.749420,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,280.606964,85166000
