,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
143,GOOG201218C01770000,2020-12-07 3:58PM EST,1770.0,62.4,60.9,64.8,-13.31,-17.58%,7,146,27.82%
144,GOOG201218C01775000,2020-12-07 3:07PM EST,1775.0,52.85,57.1,61.0,-17.05,-24.39%,4,13,27.53%
145,GOOG201218C01780000,2020-12-07 3:11PM EST,1780.0,50.04,53.4,57.3,-13.23,-20.91%,16,161,27.26%
146,GOOG201218C01785000,2020-12-07 12:05PM EST,1785.0,51.5,49.3,53.9,-12.0,-18.90%,1,11,27.17%
147,GOOG201218C01790000,2020-12-07 3:07PM EST,1790.0,42.95,45.4,51.5,-14.75,-25.56%,1,71,27.84%
148,GOOG201218C01795000,2020-12-07 10:14AM EST,1795.0,55.15,43.2,47.3,-0.55,-0.99%,1,11,26.89%
149,GOOG201218C01800000,2020-12-07 2:59PM EST,1800.0,38.0,40.3,42.8,-14.33,-27.38%,12,1221,25.63%
150,GOOG201218C01805000,2020-12-07 1:45PM EST,1805.0,32.61,37.8,41.1,-15.96,-32.86%,5,78,26.58%
151,GOOG201218C01810000,2020-12-07 3:15PM EST,1810.0,31.5,34.8,38.3,-14.9,-32.11%,33,52,26.53%
152,GOOG201218C01815000,2020-12-07 3:52PM EST,1815.0,32.79,30.9,35.0,-13.71,-29.48%,20,29,25.99%
153,GOOG201218C01820000,2020-12-07 3:34PM EST,1820.0,31.0,29.0,32.0,-7.21,-18.87%,63,2173,25.60%
154,GOOG201218C01825000,2020-12-07 3:35PM EST,1825.0,26.7,27.3,30.0,-11.1,-29.37%,56,170,25.90%
155,GOOG201218C01830000,2020-12-07 3:28PM EST,1830.0,24.0,24.9,27.6,-11.4,-32.20%,36,325,25.79%
156,GOOG201218C01835000,2020-12-07 3:54PM EST,1835.0,22.4,23.2,25.3,-10.9,-32.73%,39,30,25.66%
157,GOOG201218C01840000,2020-12-07 3:36PM EST,1840.0,20.81,21.1,23.2,-9.19,-30.63%,38,170,25.59%
158,GOOG201218C01850000,2020-12-07 2:50PM EST,1850.0,17.3,17.5,19.3,-8.53,-33.02%,42,344,25.41%
159,GOOG201218C01860000,2020-12-07 10:44AM EST,1860.0,17.4,12.9,16.0,-3.92,-18.39%,4,184,25.35%
160,GOOG201218C01870000,2020-12-07 3:59PM EST,1870.0,12.62,12.0,13.1,-5.48,-30.28%,23,198,25.25%
161,GOOG201218C01880000,2020-12-07 3:59PM EST,1880.0,10.2,9.2,10.5,-5.49,-34.99%,227,136,25.05%
162,GOOG201218C01890000,2020-12-07 2:36PM EST,1890.0,7.04,6.5,8.9,-5.46,-43.68%,4,121,25.52%
163,GOOG201218C01900000,2020-12-07 3:26PM EST,1900.0,5.8,5.8,7.1,-4.6,-44.23%,261,686,25.44%
164,GOOG201218C01910000,2020-12-07 2:42PM EST,1910.0,4.68,4.6,5.9,-4.72,-50.21%,18,147,25.78%
165,GOOG201218C01920000,2020-12-07 2:03PM EST,1920.0,3.28,3.2,4.7,-3.73,-53.21%,18,159,25.82%
166,GOOG201218C01930000,2020-12-07 2:29PM EST,1930.0,3.0,3.0,3.8,-3.87,-56.33%,39,35,26.00%
167,GOOG201218C01940000,2020-12-07 1:49PM EST,1940.0,2.2,2.4,3.1,-3.1,-58.49%,36,103,26.28%
168,GOOG201218C01950000,2020-12-07 2:16PM EST,1950.0,1.85,1.9,2.7,-2.0,-51.95%,49,162,26.95%
169,GOOG201218C01960000,2020-12-07 1:07PM EST,1960.0,1.7,1.5,2.2,-1.3,-43.33%,3,1321,27.21%
170,GOOG201218C01970000,2020-12-07 3:41PM EST,1970.0,1.3,1.05,2.05,-3.9,-75.00%,25,175,28.24%
171,GOOG201218C01980000,2020-12-04 1:20PM EST,1980.0,2.1,1.2,1.85,-0.74,-26.06%,1,170,29.04%
172,GOOG201218C01990000,2020-12-07 2:46PM EST,1990.0,1.1,0.7,1.65,-1.1,-50.00%,1,66,29.75%
173,GOOG201218C02000000,2020-12-07 3:52PM EST,2000.0,0.85,1.0,1.5,-0.93,-52.25%,102,585,30.53%
174,GOOG201218C02050000,2020-12-07 12:10PM EST,2050.0,0.85,0.25,1.15,-0.32,-27.35%,9,55,35.26%
175,GOOG201218C02100000,2020-12-07 2:44PM EST,2100.0,0.37,0.4,0.9,-0.33,-47.14%,4,839,39.58%
176,GOOG201218C02150000,2020-12-04 10:46AM EST,2150.0,0.55,0.05,0.85,0.0,-,4,4,44.62%
177,GOOG201218C02200000,2020-12-07 3:28PM EST,2200.0,0.25,0.0,0.4,-0.19,-43.18%,3,236,45.17%
178,GOOG201218C02250000,2020-12-04 3:29PM EST,2250.0,0.3,0.0,0.75,0.0,-,1,3,53.83%
179,GOOG201218C02300000,2020-12-03 2:58PM EST,2300.0,0.3,0.0,0.7,0.0,-,4,378,53.42%
180,GOOG201218C02350000,2020-12-02 1:32PM EST,2350.0,0.55,0.0,0.65,0.0,-,33,16,57.23%
181,GOOG201218C02400000,2020-12-04 10:00AM EST,2400.0,0.3,0.0,0.3,0.0,-,8,427,56.74%
182,GOOG201218C02500000,2020-11-30 10:24AM EST,2500.0,0.71,0.0,0.5,0.0,-,1,131,67.38%
183,GOOG201218C02550000,2020-11-23 11:57AM EST,2550.0,0.1,0.0,0.55,0.0,-,10,20,71.78%
184,GOOG201218C02600000,2020-12-02 2:33PM EST,2600.0,0.17,0.0,0.55,0.0,-,-,1,75.39%
185,GOOG201218C02650000,2020-11-30 9:30AM EST,2650.0,0.1,0.0,0.5,0.0,-,3,93,78.17%
